dataset_id,plot_id
1,121
1,122
1,123
1,124
1,125
1,126
1,127
2,128
2,129
2,130
2,131
2,132
2,133
2,134
2,135
3,136
3,137
3,138
3,139
3,140
3,141
3,142
4,143
4,144
4,145
4,146
4,147
4,148
4,149
5,150
5,151
5,152
5,153
5,154
5,155
5,156
5,157
5,158
5,159
6,160
6,161
6,162
6,163
6,164
6,165
6,166
7,167
7,168
7,169
7,170
7,171
7,172
7,173
8,174
8,175
8,176
8,177
8,178
8,179
8,180
